Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
VD,Chavannes-près-Renens,fr,7727,4683.030303,24.62792804,63.81519348,11.55687848,3234,1.65,65.06024096,23.4939759,9.036144578,2.409638554,2533500,1153300,397
VD,Chigny,fr,359,403.3707865,27.29805014,59.33147632,13.37047354,126,0.89,16.09195402,75.86206897,6.896551724,1.149425287,2526200,1152500,428
VD,Clarmont,fr,190,186.2745098,21.57894737,64.73684211,13.68421053,85,1.02,7.920792079,81.18811881,10.89108911,0,2524200,1155600,531
VD,Denens,fr,747,226.3636364,21.28514056,61.71352075,17.00133869,286,3.3,11.55015198,85.10638298,3.039513678,0.303951368,2524700,1152400,501
VD,Denges,fr,1611,970.4819277,22.28429547,65.48727498,12.22842955,668,1.66,44.37869822,49.11242604,5.325443787,1.183431953,2531100,1153000,398
VD,Echandens,fr,2791,719.3298969,19.7778574,60.80257972,19.41956288,1233,3.88,29.19896641,52.45478036,18.0878553,0.258397933,2531100,1154000,443
VD,Echichens,fr,3058,230.4446119,23.83911053,58.89470242,17.26618705,1122,13.27,10.02260739,80.78372268,8.892238131,0.301431801,2527900,1153200,506
VD,Ecublens (VD),fr,12863,2248.776224,21.44134339,63.7720594,14.78659722,5188,5.72,59.86038394,27.22513089,11.51832461,1.396160559,2533000,1153500,402
VD,Etoy,fr,2898,589.0243902,22.73982057,63.94064872,13.31953071,1074,4.92,26.2195122,66.8699187,6.707317073,0.203252033,2521800,1148800,436
VD,Lavigny,fr,999,249.75,25.22522523,60.76076076,14.01401401,350,4,12.59445844,81.61209068,5.037783375,0.755667506,2520800,1150000,512
VD,Lonay,fr,2592,696.7741935,21.99074074,58.33333333,19.67592593,1062,3.72,32.34501348,59.56873315,7.547169811,0.539083558,2529600,1153300,434
VD,Lully (VD),fr,786,383.4146341,25.57251908,58.52417303,15.90330789,293,2.05,20.48780488,65.85365854,13.17073171,0.487804878,2525300,1150900,427
VD,Lussy-sur-Morges,fr,686,293.1623932,23.90670554,54.81049563,21.28279883,253,2.34,11.86440678,74.15254237,13.13559322,0.847457627,2524100,1150800,452
VD,Morges,fr,15708,4101.305483,18.41736695,61.0898905,20.49274255,7441,3.83,73.90180879,20.93023256,4.651162791,0.516795866,2528100,1152000,394
VD,Préverenges,fr,5287,2827.272727,22.71609608,59.76924532,17.5146586,2279,1.87,61.08108108,32.43243243,5.405405405,1.081081081,2530100,1152200,388
VD,Reverolle,fr,398,337.2881356,26.38190955,63.5678392,10.05025126,146,1.18,15.51724138,82.75862069,1.724137931,0,2523300,1155000,575
VD,Romanel-sur-Morges,fr,458,260.2272727,18.99563319,63.75545852,17.2489083,178,1.76,15.78947368,67.83625731,16.37426901,0,2528800,1156500,457
VD,Saint-Prex,fr,5682,1025.631769,23.26645547,61.8092221,14.92432242,2447,5.54,38.79781421,52.82331512,8.196721312,0.182149363,2524600,1148300,411
VD,Saint-Sulpice (VD),fr,4668,2509.677419,22.34361611,60.3041988,17.35218509,2135,1.86,77.47252747,15.38461538,7.142857143,0,2532400,1151400,382
VD,Tolochenaz,fr,1933,1215.72327,23.27987584,62.18313502,14.53698914,819,1.59,57.59493671,34.17721519,6.962025317,1.265822785,2526000,1150900,401
VD,Vaux-sur-Morges,fr,184,87.61904762,28.26086957,52.7173913,19.02173913,57,2.1,10.47619048,75.23809524,14.28571429,0,2525200,1154300,506
VD,Villars-Sainte-Croix,fr,962,583.030303,20.997921,63.61746362,15.38461538,370,1.65,37.57575758,53.33333333,9.090909091,0,2532800,1157800,501
VD,Villars-sous-Yens,fr,608,200,21.875,65.13157895,12.99342105,240,3.04,6.514657981,76.87296417,16.61237785,0,2522600,1151500,479
VD,Vufflens-le-Château,fr,885,413.5514019,25.31073446,60.11299435,14.57627119,315,2.14,18.60465116,69.30232558,12.09302326,0,2525700,1153300,485
VD,Vullierens,fr,508,74.26900585,21.65354331,62.00787402,16.33858268,214,6.84,6.451612903,84.31085044,9.090909091,0.146627566,2526700,1158400,535
VD,Yens,fr,1430,150.3680336,25.45454545,57.76223776,16.78321678,560,9.51,7.240293809,54.14480588,38.40503673,0.209863589,2521700,1152400,627
VD,Boulens,fr,384,112.2807018,24.47916667,59.11458333,16.40625,148,3.42,4.970760234,61.69590643,33.04093567,0.292397661,2545000,1170300,703
VD,Bussy-sur-Moudon,fr,214,68.58974359,20.56074766,57.00934579,22.42990654,90,3.12,7.348242812,70.28753994,22.36421725,0,2552000,1170700,650
VD,Chavannes-sur-Moudon,fr,215,41.74757282,24.65116279,53.48837209,21.86046512,83,5.15,5.242718447,75.14563107,19.61165049,0,2551800,1167600,703
VD,Curtilles,fr,313,63.10483871,19.16932907,63.25878594,17.57188498,134,4.96,6.438631791,77.66599598,15.09054326,0.804828974,2554900,1172100,560
VD,Dompierre (VD),fr,239,74.45482866,12.55230126,69.0376569,18.41004184,98,3.21,5.538461539,72.92307692,21.53846154,0,2557500,1173100,684
VD,Hermenches,fr,364,76.31027254,22.52747253,59.61538462,17.85714286,139,4.77,6.276150628,64.85355649,28.87029289,0,2548000,1165800,705
VD,Lovatens,fr,146,42.07492795,17.80821918,60.95890411,21.23287671,63,3.47,3.746397695,78.38616715,17.86743516,0,2556100,1171300,708
VD,Lucens,fr,4204,218.0497925,24.59562322,60.32350143,15.08087536,1739,19.27,11.04199067,59.82374287,28.09745982,1.036806636,2554100,1173200,652
VD,Moudon,fr,6135,392.0127796,25.98207009,60.71719641,13.3007335,2376,15.65,16.485623,46.70926518,35.01597444,1.78913738,2551000,1168800,615
VD,Ogens,fr,298,87.64705882,29.53020134,57.04697987,13.42281879,120,3.4,7.988165681,61.53846154,30.47337278,0,2545300,1173600,630
VD,Prévonloup,fr,184,100,25,52.7173913,22.2826087,85,1.84,7.73480663,80.11049724,12.15469613,0,2557300,1172200,766
VD,Rossenges,fr,65,60.18518519,24.61538462,55.38461538,20,26,1.08,4.716981132,91.50943396,3.773584906,0,2549100,1167300,685
VD,Syens,fr,159,63.0952381,23.27044025,61.63522013,15.09433962,65,2.52,11.46245059,54.94071146,33.59683794,0,2549500,1166300,600
VD,Villars-le-Comte,fr,132,31.50357995,17.42424242,61.36363636,21.21212121,58,4.2,4.545454546,70.33492823,25.11961722,0,2551100,1173500,758
VD,Vucherens,fr,576,175.6097561,22.74305556,61.97916667,15.27777778,238,3.28,12.2324159,64.22018349,23.24159021,0.305810398,2549100,1163700,686
VD,Montanaire,fr,2683,80.08955224,24.93477451,60.34289974,14.72232575,1109,33.5,5.437705408,69.91335524,24.55930684,0.089632507,2547800,1172700,765
VD,Arnex-sur-Nyon,fr,235,115.1960784,27.23404255,62.55319149,10.21276596,87,2.04,8.612440191,75.59808612,15.31100478,0.4784689,2504000,1136700,456
VD,Arzier-Le Muids,fr,2698,51.98458574,23.94366197,63.08376575,12.97257228,1043,51.9,3.10391363,25.23616734,71.13938693,0.5205321,2505500,1146100,1316
VD,Bassins,fr,1344,64.70871449,26.19047619,61.16071429,12.64880952,513,20.77,3.405275779,35.53956835,60.91127098,0.143884892,2507400,1146600,1239
VD,Begnins,fr,1952,407.5156576,22.69467213,59.01639344,18.28893443,827,4.79,13.95833333,68.54166667,17.29166667,0.208333333,2508700,1144000,605
VD,Bogis-Bossey,fr,888,362.4489796,27.25225225,58.55855856,14.18918919,310,2.45,13.58024691,57.61316872,28.39506173,0.411522634,2502100,1134400,468
VD,Borex,fr,1132,568.8442211,25.795053,59.80565371,14.39929329,440,1.99,20.91836735,77.55102041,1.530612245,0,2502900,1137200,474
VD,Chavannes-de-Bogis,fr,1285,449.3006993,25.83657588,59.37743191,14.78599222,468,2.86,24.04181185,58.18815331,12.19512195,5.574912892,2501700,1133300,472
VD,Chavannes-des-Bois,fr,982,463.2075472,32.79022403,57.53564155,9.67413442,314,2.12,11.7370892,50.70422535,36.15023474,1.408450704,2499400,1130200,466
VD,Chéserex,fr,1222,115.5009452,19.31260229,64.3207856,16.36661211,512,10.58,12.51184834,36.01895735,49.95260664,1.516587678,2502800,1139600,691
VD,Coinsins,fr,497,170.790378,22.53521127,60.56338028,16.90140845,202,2.91,13.55932203,70.16949153,14.91525424,1.355932203,2507700,1142100,463
VD,Commugny,fr,2874,440.1225115,27.76617954,55.6019485,16.63187196,996,6.53,18.68300153,60.6431853,19.75497703,0.918836141,2502600,1130500,446
VD,Coppet,fr,3146,1682.352941,25.81055308,55.94405594,18.24539097,1238,1.87,62.7027027,33.51351351,3.243243243,0.540540541,2504000,1130300,394
VD,Crans-près-Céligny,fr,2185,506.9605568,25.90389016,56.29290618,17.80320366,821,4.31,27.20930233,57.44186047,14.88372093,0.465116279,2505000,1134800,427
VD,Crassier,fr,1177,579.8029557,28.37723025,58.79354291,12.82922685,448,2.03,21.28712871,67.82178218,10.89108911,0,2501900,1136700,477
VD,Duillier,fr,1080,262.7737226,22.77777778,62.59259259,14.62962963,423,4.11,16.2962963,76.04938272,7.654320988,0,2507300,1140500,453
VD,Eysins,fr,1608,675.6302521,26.3681592,61.31840796,12.31343284,637,2.38,20.33898305,71.61016949,8.050847458,0,2505200,1137400,437
VD,Founex,fr,3775,788.1002088,28.76821192,57.98675497,13.24503311,1340,4.79,32.21757322,65.48117155,2.30125523,0,2504100,1132100,420
VD,Genolier,fr,1958,402.8806584,23.79979571,57.76302349,18.4371808,707,4.86,18.96907216,44.53608247,35.25773196,1.237113402,2506100,1143300,550
VD,Gingins,fr,1221,97.2133758,23.34152334,57.98525799,18.67321867,496,12.56,6.349206349,34.28571429,58.65079365,0.714285714,2503100,1140500,1232
VD,Givrins,fr,1026,259.0909091,23.29434698,59.55165692,17.1539961,383,3.96,13.70558376,42.89340102,43.14720812,0.253807107,2504900,1142700,589
VD,Gland,fr,13109,1575.600962,24.11320467,64.35273476,11.53406057,5424,8.32,39.78494624,45.40023895,14.45639188,0.358422939,2509700,1141700,410
VD,Grens,fr,389,152.5490196,25.96401028,56.81233933,17.22365039,139,2.55,9.019607843,89.01960784,1.960784314,0,2504000,1138800,496
VD,Mies,fr,2078,602.3188406,28.1039461,57.12223292,14.77382098,706,3.45,34.18803419,33.04843305,31.90883191,0.854700855,2502200,1128800,423
VD,Nyon,fr,21198,3117.352941,21.26615718,63.0672705,15.66657232,9563,6.8,53.56622999,38.71906841,7.714701601,0,2507700,1137500,418
VD,Prangins,fr,4038,665.2388797,23.62555721,58.86577514,17.50866766,1576,6.07,31.07438017,54.7107438,13.55371901,0.661157025,2508500,1138800,410
VD,La Rippe,fr,1167,70.34358047,25.96401028,61.95372751,12.08226221,432,16.59,3.683574879,35.50724638,60.26570048,0.543478261,2500900,1137500,1209
VD,Saint-Cergue,fr,2575,106.0543657,20.42718447,63.57281553,16,1206,24.28,5.812036274,27.61747733,66.0346249,0.5358615,2501600,1144700,1210
VD,Signy-Avenex,fr,594,306.185567,26.43097643,56.9023569,16.66666667,221,1.94,21.76165803,75.64766839,2.590673575,0,2504900,1138400,472
VD,Tannay,fr,1573,869.0607735,26.3827082,56.51621106,17.10108074,570,1.81,38.20224719,47.75280899,14.04494382,0,2502800,1129400,419
VD,Trélex,fr,1401,242.8076256,24.83940043,60.45681656,14.70378301,497,5.77,14.7008547,51.28205128,33.84615385,0.170940171,2505100,1141200,536
VD,Le Vaud,fr,1310,421.221865,26.94656489,59.23664122,13.81679389,479,3.11,19.48881789,50.47923323,29.71246006,0.319488818,2507500,1148100,789
VD,Vich,fr,1036,668.3870968,24.22779923,63.61003861,12.16216216,422,1.55,27.63157895,42.10526316,30.26315789,0,2508700,1142700,451
VD,L'Abergement,fr,248,42.83246978,23.38709677,56.4516129,20.16129032,98,5.79,5.335628227,39.58691911,55.07745267,0,2527500,1178600,811
VD,Agiez,fr,326,59.70695971,23.92638037,62.26993865,13.80368098,133,5.46,4.403669725,63.48623853,31.37614679,0.733944954,2528800,1174500,552
VD,Arnex-sur-Orbe,fr,630,82.67716535,21.26984127,59.68253968,19.04761905,265,7.62,6.29095675,73.26343381,19.52817824,0.917431193,2529700,1171700,545
VD,Ballaigues,fr,1064,117.4392936,22.55639098,54.69924812,22.7443609,441,9.06,9.89010989,39.78021978,49.34065934,0.989010989,2521700,1175900,932
VD,Baulmes,fr,1027,45.64444444,19.76630964,62.31742941,17.91626095,454,22.5,4.040852576,40.09769094,54.88454707,0.976909414,2530100,1182500,1006
VD,Bavois,fr,941,100.6417112,23.48565356,65.67481403,10.83953241,389,9.35,7.741935484,74.7311828,16.23655914,1.290322581,2533300,1170700,480
VD,Bofflens,fr,196,46.55581948,19.3877551,68.36734694,12.24489796,80,4.21,5.755395684,71.22302158,23.02158273,0,2528100,1172900,598
VD,Bretonnières,fr,264,48.44036697,24.24242424,57.95454545,17.8030303,103,5.45,9.04159132,44.30379747,45.93128391,0.723327306,2526100,1174000,703
VD,Chavornay,fr,5000,259.3360996,24.5,63.22,12.28,2068,19.29,11.43451143,68.08731809,18.08731809,2.390852391,2533600,1173100,468
VD,Les Clées,fr,185,26.27840909,21.08108108,58.37837838,20.54054054,79,7.04,5.255681818,24.00568182,70.17045455,0.568181818,2525400,1176100,656
VD,Croy,fr,406,90.625,19.45812808,56.15763547,24.38423645,177,4.48,6,45.77777778,48,0.222222222,2526400,1171900,631
VD,Juriens,fr,308,32.94117647,16.88311688,62.98701299,20.12987013,141,9.35,3.004291846,46.67381974,50.21459227,0.107296137,2524300,1171600,952
VD,Lignerolle,fr,419,39.37969925,21.4797136,62.76849642,15.75178998,165,10.64,4.708097928,48.58757062,46.42184557,0.282485876,2524900,1177100,1049
VD,Montcherand,fr,488,158.9576547,24.3852459,61.68032787,13.93442623,194,3.07,14.14473684,53.28947368,30.59210526,1.973684211,2529100,1176200,556
VD,Orbe,fr,6938,575.7676349,23.33525512,61.30008648,15.3646584,3048,12.05,19.68438538,73.50498339,3.65448505,3.156146179,2530800,1175200,440
VD,La Praz,fr,165,32.2265625,16.96969697,63.63636364,19.39393939,70,5.12,3.326810176,45.7925636,50.88062622,0,2522600,1169000,930
VD,Premier,fr,214,34.96732026,19.1588785,57.00934579,23.8317757,94,6.12,2.975206612,47.9338843,49.09090909,0,2524000,1173100,892
VD,Rances,fr,481,48.9318413,24.74012474,56.34095634,18.91891892,183,9.83,5.263157895,59.61538462,34.71659919,0.4048583,2530600,1179200,612
VD,Romainmôtier-Envy,fr,539,77.22063037,21.52133581,60.29684601,18.18181818,239,6.98,5.865522175,27.46781116,66.52360515,0.143061517,2525200,1171800,717
VD,Sergey,fr,146,100,24.65753425,64.38356164,10.95890411,53,1.46,14.18918919,66.21621622,19.59459459,0,2528300,1178200,609
VD,Valeyres-sous-Rances,fr,621,97.94952681,25.76489533,60.54750403,13.68760064,235,6.34,6.761006289,82.0754717,10.8490566,0.314465409,2530200,1178400,499
VD,Vallorbe,fr,3837,165.4592497,22.0745374,60.33359395,17.59186865,1766,23.19,9.369602763,22.10708117,66.83937824,1.683937824,2519000,1173900,928
VD,Vaulion,fr,467,35.51330798,19.70021413,60.59957173,19.70021413,215,13.15,3.186646434,48.10318665,48.33080425,0.379362671,2519800,1171400,1083
VD,Vuiteboeuf,fr,589,116.4031621,24.95755518,64.85568761,10.18675722,234,5.06,8.447937132,48.13359528,43.22200393,0.196463654,2532100,1184400,580
VD,Corcelles-le-Jorat,fr,442,55.6675063,19.90950226,61.53846154,18.5520362,198,7.94,5.919395466,52.26700252,41.81360202,0,2546600,1162000,857
VD,Essertes,fr,374,225.3012048,21.92513369,63.10160428,14.97326203,162,1.66,9.638554217,74.09638554,16.26506024,0,2550200,1157000,720
VD,Maracon,fr,491,112.1004566,23.82892057,62.93279022,13.23828921,211,4.38,6.081081081,67.34234234,22.74774775,3.828828829,2556500,1155600,832
VD,Montpreveyres,fr,642,155.8252427,23.98753894,66.35514019,9.657320872,260,4.12,9.375,40.14423077,50.24038462,0.240384615,2546500,1159200,849
VD,Ropraz,fr,495,102.9106029,23.03030303,64.64646465,12.32323232,195,4.81,9.014675052,71.69811321,19.28721174,0,2547400,1162800,732
VD,Servion,fr,1944,307.5949367,22.73662551,62.34567901,14.91769547,767,6.32,16.42743222,64.59330144,18.97926635,0,2549800,1158500,772
VD,Vulliens,fr,594,89.59276018,24.74747475,62.62626263,12.62626263,236,6.63,5.389221557,66.76646707,26.64670659,1.19760479,2550500,1163500,703
VD,Jorat-Menthue,fr,1584,89.74504249,23.73737374,61.86868687,14.39393939,640,17.65,6.271186441,57.45762712,36.15819209,0.11299435,2543700,1164100,810
VD,Oron,fr,5501,223.4362307,24.46827849,60.06180694,15.46991456,2275,24.62,10.60544494,70.09345794,18.89475823,0.406338887,2553100,1158000,670
VD,Jorat-Mézières,fr,2873,259.2960289,25.13052558,59.34563174,15.52384267,1187,11.08,11.07110711,67.32673267,21.60216022,0,2549200,1161800,727
VD,Champtauroz,fr,122,40,27.04918033,54.91803279,18.03278689,49,3.05,4.95049505,75.57755776,19.14191419,0.330033003,2550400,1179000,685
VD,Chevroux,fr,481,141.4705882,19.75051975,62.57796258,17.67151767,199,3.4,11.98830409,60.81871345,24.26900585,2.923976608,2559600,1193200,453
VD,Corcelles-près-Payerne,fr,2480,204.7894302,24.71774194,60.56451613,14.71774194,1002,12.12,11.28500824,82.04283361,4.365733114,2.306425041,2563600,1186800,445
VD,Grandcour,fr,929,91.07843137,24.43487621,58.01937567,17.54574812,372,10.2,6.75146771,78.86497065,14.28571429,0.097847358,2561200,1191300,473
VD,Henniez,fr,346,132.5670498,23.69942197,60.11560694,16.1849711,148,2.61,15.3256705,56.32183908,24.13793103,4.214559387,2557600,1176900,483
VD,Missy,fr,371,119.2926045,22.10242588,58.76010782,19.13746631,150,3.11,9.508196721,86.2295082,3.278688525,0.983606557,2564300,1192000,438
VD,Payerne,fr,9949,411.4557486,23.40938788,60.16685094,16.42376118,4333,24.18,23.12138728,60.03303055,14.78117258,2.064409579,2561700,1185700,451
VD,Trey,fr,267,70.44854881,26.96629213,58.80149813,14.23220974,106,3.79,9.549071618,71.35278515,17.77188329,1.326259947,2560800,1179900,514
VD,Treytorrens (Payerne),fr,120,39.08794788,23.33333333,55.83333333,20.83333333,45,3.07,4.823151125,74.27652733,20.90032154,0,2551300,1180200,670
VD,Villarzel,fr,446,58.22454308,21.30044843,59.41704036,19.28251121,188,7.66,5.721716515,70.35110533,23.92717815,0,2559900,1177700,677
VD,Valbroye,fr,3175,94.63487332,22.70866142,59.71653543,17.57480315,1302,33.55,7.279236277,66.82577566,25.38782816,0.507159905,2557900,1179200,642
VD,Château-d'Oex,fr,3461,30.4504663,20.02311471,55.61976307,24.35712222,1555,113.66,2.896636732,44.62933615,35.97464342,16.49938369,2576500,1147000,1464
VD,Rossinière,fr,546,23.37328767,22.34432234,56.22710623,21.42857143,217,23.36,2.698072805,38.2012848,49.59314775,9.507494647,2572600,1146300,1265
VD,Rougemont,fr,882,18.17058096,17.46031746,54.76190476,27.77777778,446,48.54,2.698805109,47.7750309,34.013185,15.51297899,2582400,1148700,1511
VD,Allaman,fr,442,170,20.36199095,61.08597285,18.5520362,177,2.6,22.39382239,59.45945946,16.98841699,1.158301158,2519900,1147100,399
VD,Bursinel,fr,471,264.6067416,24.41613588,59.44798301,16.1358811,176,1.78,15.55555556,73.33333333,11.11111111,0,2512800,1143700,412
VD,Bursins,fr,755,224.0356083,24.37086093,58.01324503,17.61589404,312,3.37,13.23529412,54.41176471,32.35294118,0,2511800,1145100,475
VD,Burtigny,fr,391,68.83802817,27.3657289,55.7544757,16.8797954,137,5.68,5.975395431,58.17223199,34.27065026,1.58172232,2509300,1146800,774
VD,Dully,fr,633,383.6363636,24.17061611,60.97946288,14.84992101,230,1.65,29.87804878,53.65853659,15.85365854,0.609756098,2512300,1143000,408
VD,Essertines-sur-Rolle,fr,721,103.7410072,27.04576976,60.0554785,12.89875173,265,6.95,7.703281027,69.7574893,22.53922967,0,2513900,1149600,741
VD,Gilly,fr,1322,170.3608247,22.69288956,64.06959153,13.23751891,561,7.76,9.819121447,55.16795866,34.75452196,0.258397933,2512300,1145800,520
VD,Luins,fr,611,228.8389513,21.93126023,66.28477905,11.78396072,256,2.67,13.63636364,75,10.98484848,0.378787879,2510300,1144000,429
VD,Mont-sur-Rolle,fr,2654,687.5647668,24.71740769,59.87189148,15.41070083,994,3.86,26.49350649,58.18181818,14.80519481,0.51948052,2515400,1147200,558
VD,Perroy,fr,1536,527.8350515,24.67447917,60.41666667,14.90885417,623,2.91,30.66202091,62.71777003,6.271777004,0.348432056,2517600,1146800,418
VD,Rolle,fr,6259,2284.306569,27.16088832,57.9166001,14.92251158,2496,2.74,64.33823529,29.41176471,5.514705882,0.735294118,2515300,1145800,396
VD,Tartegnin,fr,248,227.5229358,26.61290323,58.87096774,14.51612903,95,1.09,6.422018349,54.12844037,38.53211009,0.917431193,2513800,1146700,569
VD,Vinzel,fr,358,325.4545455,22.06703911,63.12849162,14.80446927,143,1.1,12.8440367,68.80733945,18.34862385,0,2510900,1144600,522
VD,L'Abbaye,fr,1476,46.29861982,20.32520325,57.72357724,21.95121951,676,31.88,3.666562206,33.90786587,60.63929803,1.786273895,2510700,1164200,1304
VD,Le Chenit,fr,4586,46.23449945,20.56258177,56.93414741,22.50327082,2130,99.19,3.075216778,28.72554951,66.37426901,1.824964711,2506900,1162100,1263
VD,Le Lieu,fr,874,26.85925015,19.33638444,57.55148741,23.11212815,407,32.54,3.32103321,34.19434194,59.96309963,2.521525215,2512800,1168200,1138
VD,Blonay,fr,6173,384.1319228,23.4731897,55.82374858,20.70306172,2534,16.07,18.04604854,33.35407592,46.29744866,2.302426882,2558200,1146000,1104
VD,Chardonne,fr,2944,285.5480116,17.69701087,60.83559783,21.4673913,1333,10.34,15.46692607,47.08171206,37.06225681,0.389105058,2553000,1147500,809
